name,smiles,family,mw,logp,hbd,hba,rotbonds,arom_rings,total_rings,tpsa,heavy_atoms,frac_csp3,mol_refractivity,nhoh,no_count,planarity_score,pi_extent,fp_density,bandgap_ev,abs_efficiency,fluoro_substitution,space_uv_factor
Rhodamine_B_aug5,CCN(CC)c1ccc2c(c1)OC1=CC(=[N+](CC)CC)C=CC1=C2c1ccccc1C(=O)O,dye,478.10627702466826,5.441109144315624,1,3,7,2,4,56.69,33,0.19767384511524688,135.14329999999998,1,5,0.5602909166235033,20,0.12681418206854364,3.022,0.795,0.886,-0.011
Rhodamine_B_aug6,CCN(CC)c1ccc2c(c1)OC1=CC(=[N+](CC)CC)C=CC1=C2c1ccccc1C(=O)O,dye,432.52983708215123,6.328459785700481,1,3,7,2,4,56.69,33,0.38601893012224187,135.14329999999998,1,5,0.6679057133596981,20,0.12572982461186286,2.906,0.879,0.642,-0.09
Rhodamine_B_aug7,CCN(CC)c1ccc2c(c1)OC1=CC(=[N+](CC)CC)C=CC1=C2c1ccccc1C(=O)O,dye,464.0482505162294,5.73875808476036,1,3,7,2,4,56.69,33,0.2855455628437381,135.14329999999998,1,5,0.6009550673848583,20,0.09249793901345449,2.964,0.801,0.27,0.024
C60_unit_aug0,C12=C3C4=C5C1=C1C6=C7C2=C2C8=C3C3=C9C4=C4C%10=C5C5=C1C1=C6C6=C%11C7=C2C2=C7C8=C3C3=C8C9=C4C4=C9C%10=C5C5=C1C1=C6C%11=C2C7=C3C8=C4C9=C51,fullerene,614.4777489491345,15.061591562571161,0,0,0,26,26,0.0,50,0.0,217.30000000000015,0,0,0.9784953303819158,156,0.01,3.596,0.862,0.789,-0.022
C60_unit_aug1,C12=C3C4=C5C1=C1C6=C7C2=C2C8=C3C3=C9C4=C4C%10=C5C5=C1C1=C6C6=C%11C7=C2C2=C7C8=C3C3=C8C9=C4C4=C9C%10=C5C5=C1C1=C6C%11=C2C7=C3C8=C4C9=C51,fullerene,598.8963862831462,14.738475747485023,0,0,0,26,26,0.0,50,0.09270462831670942,217.30000000000015,0,0,1.0,156,0.017501329069372316,3.6,0.861,0.598,0.01
C60_unit_aug2,C12=C3C4=C5C1=C1C6=C7C2=C2C8=C3C3=C9C4=C4C%10=C5C5=C1C1=C6C6=C%11C7=C2C2=C7C8=C3C3=C8C9=C4C4=C9C%10=C5C5=C1C1=C6C%11=C2C7=C3C8=C4C9=C51,fullerene,596.0203180230036,14.487168228982963,0,0,0,26,26,0.0,50,0.07716217641360945,217.30000000000015,0,0,0.9853345173464118,156,0.01,3.584,0.953,0.84,-0.042
C60_unit_aug3,C12=C3C4=C5C1=C1C6=C7C2=C2C8=C3C3=C9C4=C4C%10=C5C5=C1C1=C6C6=C%11C7=C2C2=C7C8=C3C3=C8C9=C4C4=C9C%10=C5C5=C1C1=C6C%11=C2C7=C3C8=C4C9=C51,fullerene,603.3677249382242,14.244468190331151,0,0,0,26,26,0.0,50,0.0,217.30000000000015,0,0,1.0,156,0.01,3.586,0.872,0.299,0.041
C60_unit_aug4,C12=C3C4=C5C1=C1C6=C7C2=C2C8=C3C3=C9C4=C4C%10=C5C5=C1C1=C6C6=C%11C7=C2C2=C7C8=C3C3=C8C9=C4C4=C9C%10=C5C5=C1C1=C6C%11=C2C7=C3C8=C4C9=C51,fullerene,577.1516632857944,13.913321336015512,0,0,0,26,26,0.0,50,0.0886125798334872,217.30000000000015,0,0,1.0,156,0.01,3.432,0.882,0.133,-0.088
C60_unit_aug5,C12=C3C4=C5C1=C1C6=C7C2=C2C8=C3C3=C9C4=C4C%10=C5C5=C1C1=C6C6=C%11C7=C2C2=C7C8=C3C3=C8C9=C4C4=C9C%10=C5C5=C1C1=C6C%11=C2C7=C3C8=C4C9=C51,fullerene,588.5057587927646,14.915632276822514,0,0,0,26,26,0.0,50,0.061346661194215384,217.30000000000015,0,0,0.9969953777056014,156,0.01,3.512,0.915,0.61,-0.08
C60_unit_aug6,C12=C3C4=C5C1=C1C6=C7C2=C2C8=C3C3=C9C4=C4C%10=C5C5=C1C1=C6C6=C%11C7=C2C2=C7C8=C3C3=C8C9=C4C4=C9C%10=C5C5=C1C1=C6C%11=C2C7=C3C8=C4C9=C51,fullerene,582.990348264869,14.52693589378805,0,0,0,26,26,0.0,50,0.0,217.30000000000015,0,0,1.0,156,0.01,3.573,0.926,0.906,-0.063
C60_unit_aug7,C12=C3C4=C5C1=C1C6=C7C2=C2C8=C3C3=C9C4=C4C%10=C5C5=C1C1=C6C6=C%11C7=C2C2=C7C8=C3C3=C8C9=C4C4=C9C%10=C5C5=C1C1=C6C%11=C2C7=C3C8=C4C9=C51,fullerene,600.1226541130314,14.550836496255661,0,0,0,26,26,0.0,50,0.04420226981805249,217.30000000000015,0,0,1.0,156,0.01,3.414,0.808,0.034,-0.091
